SMILES,Validity
COc1cnc2cnc(N)n2O)n1,invalid
CCCCCCCCCCCC(=O)NCCNC(=O)N,valid
COc1ccc(O)c(O)c1,valid
O=C(O)CSC1=C=C(CNCCN1)N1CCCCNC1,valid
O=C(Sc1nncnc1N)1CCCCO1,invalid
Cc1ccc(I)cc1,valid
CCCCCCCCNCCCCCNc1nc2cc(O)cc(C(=O)O)o2O1,invalid
CCN(C)CCOc1ccccc1NC(C)CCCSCCC1(O)COCCC1=O,valid
COc1cc(Cl)ccc2ccnc1C,invalid
CNCCc1ccc(-c2ccc(F)cc2O)o1,valid
CCCC(=O)Nc1cccc(C(=O)O)c1,valid
CCCCC(C)NC(=O)NO)Cc1ccccc1C,invalid
COc1ccccc1C(=O)OCCCC(=O)NSC(=O)O,valid
CCCCCCNCCCN(C)C,valid
Nc1ccccc1,valid
N#Cc1ccccc1C(P(=O)(O)=O)O,valid
O=c1ccc(C(=O)O)cc1F,invalid
CCC(=O)N(Cc1ccccc1)C(=O)C1SCC=CCC(=O)CCSC1CC,valid
CCCCNC(c1ccccc1)P(O)(O)(O)F,valid
O=C(Cl)O1Cc1ccc(-c2ccccc2O)co1,invalid
CCCCCOCC(=O)Nc1nc(-c2cc(F)ccc2)s1,invalid
CCCNc1ccc(OCCCC)cc1C,valid
COc1cccc2cccc2n1S,invalid
CC(C)CCCCCCN(CC)CCCO,valid
C1NS(=O)(=O)cccc1O,valid
COc1cc(-c2ncccn2)onn1Cc1ccccc1Cl,invalid
NCCC(N)=OCc1ccccc1,invalid
CC(CN(C)CNCCCO)c1ccc(S(=O)(=O)NO)cc1,valid
COC(=O)c1coc(S(=O)(=O)NO)cc1C(O)=O,invalid
O=C(NCCc1ccccc1)NC(F)(F)F,valid
CCCC(O)OC(=O)NCCCCCCNCCNCCCCCO,valid
CCCCOC(=O)NCc1ccc(O)c(O)c1C,valid
NC(=O)Nc1ccc(CC#N)cc1,valid
Cc1nc(-c2ccccn2)nn1-c1ccc(F)c(-c2cccnc2)cc1F,invalid
COc1cc2cc(C#N)ccc2=O)cc(c2ccccc2Cl)o1,invalid
O=C(Nc1nc2ccccc2nc1Cl,invalid
Oc1ccc(-c2ccco2)ccn1,invalid
CCS(=O)(=O)c1ccccc1C(=O)Nc1ccc(-c2ccccc2)cc1,valid
CCCCCN(C)CCCCCCCCCCCn1cc(C#N)cc1,valid
CC(C)CCC(O)COCCCCCCNC(=O)NCc1ccccc1,valid
O=C(NN=C(O)C(c1ccccc1)c1ccccc1F)NC(Cc1ccccc1,invalid
CCC1=C=C(c2ccccc2C)c(O)c1=O,invalid
CCCCCCCC(=O)Nc1cccc(-c2ccc(S(=O)(F)(F)F)n2)c1,invalid
COc1ccc(-c2ccc(C(O)(F)(F)F)cc2)cn1,invalid
CC()=O)c1ccccc1C(=O)Nc1ccc(I)cc1,invalid
CCC1(N)=O1,invalid
CCN(C)CC(=O)c1cnccc1,valid
COc1cc(-c2ccccc2)nc(N)n1C,invalid
Nc1cccc(Cn2ccnc2)c1,valid
CCCN(c1ccc(NC(=O)C(=O)O)C(O)C=O)s1,invalid
CS(=O)(=O)NC(NO)c1nccs1,valid
CN(C)CCNCCC(N)P(=O)(O)O,valid
Cc1cccc(-n2cnc(S)n2)c1=O,invalid
CC(O)P(=O)(O)OOCCOC(O)P(=O)(O)O,valid
CCOc1nnc(S(=O)(=O)O(O)C(O)C(O)Co2CCCCCO)cc1,invalid
CN(CCN)C(N)=O,valid
O=C1CCCC(=O)NCCCCCN1Cc1ccccc1,valid
Cn1cccc1NC(=O)c1ccccc1,valid
O=C(Oc1ccc(Cl)o1)c1ccc(-c2ccccn2)cn1,valid
O=C(CCCC(c1ccccc1C)C(=O)O,invalid
O=C(NNc1nc2cc(n2)oc2ccccc2S(=O)(=O)O)cc1,invalid
CN(C)CONC(=O)NCCNS(=O)c1ccc(B(O)O)cc1,valid
CN(C)c1ccc(-c2cc(C)nc2)cc1,invalid
COc1ccc(C(C)F)c2ccccc2c1,invalid
OC(c1ccc(Cn2cccn2)cc1)n1ccnc1,valid
O=C(O)c1ccncc1C(c1cccc(F)c1)Nc1ccccc1,valid
N#Cc1cccc2ccccc12,valid
CCCOC(=O)CC(=O)NCc1c(P()(O)F)Conn1C,invalid
CCc1ccccc1NC(=O)NO,valid
CN(C)Cc1cc(-c2ccccc2)onnn1-c1ccccc1,invalid
CCCN(c1ncc(-c2ccc(N)c(F)c2)nn2ccn2)c1,invalid
CCCCCCCCCCCCCCCCC(c1ccccc1)C(=O)C(F)(F)(F)(F)F)N.Cl,invalid
CCc1sc(-c2ccccc2O)cs1,invalid
CCCOC(=O)Nc1ccc(CO)cc1,valid
CCCCCCCCC(C)c1ccc(-c2ccnc(N)c2)nn1,valid
CC(Oc1ncccc1Cl)NO,valid
O=Cc1cc2ccccc2cc1C=O,valid
CCCCc1ccccc1-n1cncc1,valid
COc1cc(CCCO)ccc1Cl,valid
CCNCCCCNNC1SC1OCC1=C=Cc2cco2=O1.OC.Cl,invalid
COc1ccccc1C(BO)N(CC)CNS(=O)(=O)c1ccc2ccccc2c1C,valid
CCCC(=O)Nc1ccc(C#N)cc1,valid
Cn1nnc(-c2ccccc2)n1C,invalid
CCCCCC(=O)OCCOCCCOc1cc(-c2ccccc2)ncn1,valid
CCCOC(C)=COc1ccccc1CC(OC)N(C)CCC(=O)NCC(P(=O)(O)O)P(=O)(O)O,valid
CN(C)CCNNC(=O)NCCO,valid
CCC(=O)C(=O)Nc1ccc(S(=O)(=O)NO)cc1,valid
CNC(=O)c1ccc(C)o1,valid
CCCOc1ccccc1C(=O)NS(=O)(=O)c1ccccc1,valid
NCC(=O)C(NNC(c1ccccc1)(C)C(F)(F)F)F,valid
OC(=O)NC(O)n1cccc1C(O)P(O)(O)P(=O)(O)O,valid
CCCC(=O)NP(=O)(O)C(=O)NO,valid
COc1ccc(S()(=O)NC(=O)N=C(F)(S)F)o1,invalid
O=C(NN(C)COc1ccccc1)c1ccc(-c2cccs2)cc1,valid
COc1ccc(NC(=O)CCNCC(N)C(=O)NO)cc1,valid
CCN(C)C(C)C(c1cccc(Cl)n2cc(C)OO)cc12,invalid
Nc1c2ncccc2s1,invalid
CCCCCCCC(C)S(=O)(=O)c1ccc(-c2ccc(C)n2)cc1,invalid
COc1ccccc1C(=O)NC(=O)O,valid
O=C(NNc1nc(CC2=O)sc2cccn2)cc1,invalid
CCC(=O)NN(C)CCCCc1ccc(N)c(C(=O)NO)c1,valid
COc1ccc(NC(=O)C(=O)Nc2ccccc2)o1,valid
CNC(=O)c1cccc(-c2ccccc2)c1.Cl,valid
CCOC(=O)NC(=O)NC(=O)OCc1ccc(OC)c(O)c1,valid
CNC(=O)N(CC)c1ccc(-c2ccc(F)cc2)cs1,invalid
CCCC(=O)Nc1nc(CO)sc2ccccc12,invalid
ON2CCCCNCCCNCCNCCN,invalid
NCCNC(=O)c1ccccc1,valid
CCCCCCCOCCC(=O)NO,valid
CN(C)CC(O)c1sccc1NC(C)CC(=O)N(CC)CC=CCSC1=C(O)P(=O)(O)OCCO1,valid
CCCCCCNC(C)F,valid
O=C(Cc1ccccc1)Oc1ccccc1,valid
N=C(NO)Cc1ccccc1Cl,valid
Cc1ccc(NS(=()Cl)cc1)NC(=O)C(F)F)F,invalid
CCCCCSc1nccs1,valid
Cc1nc(-c2ccc(C)c(C)s2)nc1=O,invalid
O=NNNC(=O)c1cc(BO)ccc1C(F)N=O,valid
COc1ccc(OC)cc1,valid
Clc1nc2ccccc2s1,valid
CC(C)c1cccc(C(=O)OCCO)c1,valid
CCCCCCCC1OCCO1,valid
CCCCCC(N)=O,valid
Cc1nc2sccc2cc1,valid
CCCCC1=CSCC(=O)N1SC1=O,invalid
O=C(NO)c1cc(-c2ccc(F)cc2)on1Cc1ccc(Cl)cc1,invalid
CCCOc1ccc(NC(=O)CCSCCS)n1,invalid
Cc1nc2cccc(S(=O)(=O)O)N(C)C(N)F)cc1,invalid
O=C(O)C(c1ccccn1)1cccc1,valid
N#Cc1ccc(-c2ccc(Cl)o2)nn1,valid
CC(=O)N(CO)Cn1ccnc1,valid
N#Cc1ccc(-c2cccc(Cl)c2)o1,valid
CCCCCCCCC1=C(S)N(C)CC(=O)O,invalid
COc1ccc(C(=O)O)cc1CO,valid
O=C(Nc1nc2cc(N(C)F)cc2)cnn1C,invalid
CS(=O)(=O)c1ccc(-c2ccc(N)cc2)nn1,valid
CCCCCCCOc1nc(N)nc1CC(c)Nc1ccc(Cl)cc1,invalid
CC(C)NCN,valid
CCCCCCCCCCCCCCCCCc1ccc(O)c(O)c1,valid
O=C(Oc1ccc(Cl)cc1)N(CC)P(=O)(O)O,valid
CC(C)(F)(CN)=O)c1ccccc1,invalid
CCCCCCCCCC1=Cc2ccccc2C1=O,valid
NC(C)CCN.Cl.Cl.Cl.Cl,valid
O=Cc1ccccc1,valid
O=c1oc2ccc(O)cc2Cc2ccccc2C1=O,valid
CCCC(S)Nc1nc(N)nc1C,invalid
CCCC(=O)NCc1cccc(-c2ccc(F)c(F)c2)cc1C,invalid
CN(C)c1ccccc1C(O)P(=O)O,valid
CCCCCCCCC(=O)NS(=O)(=O)c1cccs1,valid
COCC(=O)C(P(=O)(O)OCC(P(=O)(F)(F)C(F)F)F)CO,valid
N#Cc1ccccc1C(P(=O)(O)O)P(=O)(O)O,valid
Cc1ccc(Nc2ccc(C)cc2)cc1F,valid
O=C(O)OCc1ccccc1O,valid
CCC(C)=O,valid
N#CCC(=O)Nc1ccc(O)c(SCC=C2)o1,invalid
OCC(=O)Nc1ccc(-c2cnco2)c(O)c1,valid
Cc1ccc(NC(=O)O)cc1,valid
CCCCCCCNCCCC(O)COc1cc(O)cc(O)c1,valid
CS(=O)(=O)c1sccc1C(=O)NC.Cl,valid
CCN(C)CCCCCCNCCCCN,valid
CCCCc1ccc(O)c(O)c1,valid
CC(S)=C(S)N(CC)COP(=O)(O)O,valid
CCCCOc1ccc(O)cc1,valid
C(C)c1cc(-c2ccccn2)s1,invalid
CC(=O)c1nc(-c2ccccc2)ccn2ccn12,invalid
CCC(c1ccc(C)c(O)c1)NCc1ccccc1,valid
CCCC(C)CCCOCCN,valid
CCCCCCCCCCNC(=O)N1CCN(CC)CCCC,invalid
N#Cc1nccc(-c2cccc(N)c2O)o1,invalid
CC(P(=O)(O)O)O,valid
CC(=O)NNC(=O)NCCCCNCc1cc2ccccc2ccc12,invalid
O=c1oc2ccccc2cc1C(=O)NO,valid
Cc1ccc(-c2ccc(N)nn2)cn1C1,invalid
N#Cc1ccc(NC(=O)O)cc1N,valid
O=C1OCCc2ccccc2NC(=O)Nc2cccc21,invalid
OC(CC)CC1=SCCO,invalid
CCCC(N)N.Cl.Cl.O,valid
CNc1cccc(NC(=O)N(CC)CCCC(=O)NO)cc1,invalid
O=C(OC(NNC(c1ccccc1)NNC(CC)CCCO)CO,invalid
COC(=O)NCCCCCN.Cl.Cl,valid
NC(C)c1cccc(O)c1,valid
CCN(C)COCC(=O)NNC(C)CCNN=C(O)N(C)F,valid
CCCCC(C)NO,valid
CCCC(P(=O)(O)OCC(=O)OCCO)P(=O)(O)OCC(O)P(=O)(O)OCP(=O)(O)(O)P(F)(F)F)F)P(=O)(O)O,invalid
CCCCCCCCCC(O)c1ccc(N)c(-c2cccn2)cn1,invalid
OC(c1ccccc1)c1ccccc1O,valid
Oc1ccc(C(N)C(F)F)F)cc1C,invalid
Cn1ccnc1CC(S)N=C(N)O,valid
Cn1cnc(O)c(-c2ccc(O)n2)n1C,invalid
O=C(Nc1ncccc1)Cc1ccccc1,valid
C1COC(=O)c2cc(OC)cc(C)c2OC)cc1,invalid
CCCC(N)=O,valid
CN(CC)CCCCNC(=O)Nc1nc2ccccc2o1,valid
CCCCCCCCCCCCCCCCNCC(c1cc(F)cc(F)(F)F)c1)c1ccc(-c2ccccc2Cl)cc1,invalid
CCCCCCCCCCOCCCCOC(c1ccccc1)C(N)P(=O)(O)O,valid
CCCCc1c(-c2ccccc2)onnc1-c1cccnc1,invalid
Cc1nccc(S(=O)(=O)NO)c1F,valid
CNc1sccc1SCCC(P(=O)(O)O)Nc1cccc(-c2ccnc(C)cn2)n1,invalid
NNCc1ccc(B(F))cc1,valid
COC(=O)N(CP(=O)O)O,valid
CC(N)=O,valid
CCN(CC)CCCCN.Cl,valid
NS(=O)(=O)c1cccc2cc(O)cc12,invalid
CC(N)C(=O)Nn1cncn1,valid
CCOc1ccc(NC(=O)NN(C)C)cc1,valid
CN(c1ccc(S(=O)(=O)O)cc1)NNC(=O)C1CCSC1=C=C(C)=O1,invalid
Cc1cc(-c2ccccc2O)cs1,valid
CC(N)CN(C)CN,valid
O=C(Nn1cccc1)Nc1ccc(-c2ccccc2C(F)(F))cc1,valid
O=C(NNN(CC)CCSc1ccccc1S,invalid
OC(C)c1ccccc1,valid
Cn1cnc(CCC2CCCCCO)O)c(O)c1,invalid
CC(C)COC(=O)Nc1nc2ccccc2s1,valid
CCc1nc(-c2cccc(C)c2)oc2cc(o2)ccc12,invalid
O=C(NO)C(c1ccc(F)cc1)c1cccc(I)c1,valid
O=c1cc(-c2ccccc2O)onn1-c1ccccc1,invalid
COc1cccc(C(=O)O)c1,valid
O=C(NNC(c1ccccc1)C1CCCCCCC1=C(NO)C(=O)O,invalid
CCC(N)=O,valid
CSc1nc2c(N)cc(C(=O)N)cc2c1F,invalid
COc1ccc(S(=O)(=O)Nc2ccc(C(F)(F)(F)C)cc2)cc1,invalid
CCCC(N)=O,valid
O=Cc1ccc2cccnc2o1,invalid
CC(NCC(=O)O)c1ccc(-c2ccc(C)s2)cc1C,valid
CC1=C(C)CCC2CCC2=C(O)O1,valid
CCCCCNCCCCCNC(=O)Nc1ccc(Cl)cc(OC)c1,invalid
CC1S(=O)(=O)N(CCO)NCC(N)=O,invalid
CCC(C)(c1ccc(-n2cnc(C)c(C)o2)n1)NO,invalid
O=C(NO)c1cccc(-c2ccco2)n1,valid
CN(C)CCCCCNS(=O)(=O)c1ccc(B(-c2ccccc2F)s1)c1ccccc1,valid
O=C(NN=C(NO)C(=O)c1ccccc1)c1ccc(F)cc1,valid
CCCCCCCCC()O,invalid
NC(=O)NOCc1ccccc1,valid
O=C(Cc1ccccc1)c1ccccc1C(O)P(=O)(O)O,valid
CNc1ccc(S(=O)(=O)NNC(=O)c2nccs2)cc1,valid
O=C(CO)c1ccccn1,valid
O=c1c(-c2ccccc2)onnc1C,invalid
O=C(NO)c1ccc2ccccc2c1,valid
CCCCCCNc1cccc(OCC(F)(F)(F))c1F,valid
C=CCCCOC(P(=O)(O)O)O,valid
CC(C)c1ccc(S(=O)(=O)Nc2ccccc2C)cc1,valid
O=C(NOC(c1ccccc1F)O)c1ccccc1,valid
CC(=O)NCCCN(O)C(N)Cc1ccc(O)o1,valid
CCCCOC(O)P(=O)NO,valid
COc1ccc(NC(=O)CSS(=O)(=O)C(=O)Nc2ccccc2)cn1,valid
CC(=O)Nc1ccc(-c2cc(S)nc(N)n2)cc1,valid
CCCCS(=O)(=O)Nc1nc(NC(=O)C(=O)O)ccc1,valid
CC(O)C(=O)NNC(c1cccc(F)c1)n1cncn1C,invalid
CCCNc1ccccc1C(O)P(=O)(O)P(=O)(O)O,valid
CCCCCCCCOCC(=O)Nc1ccc(Cl)cc1,valid
CC(=O)N(Cc1ccc(-c2ccccn2)cc1)OC,valid
OCCNc1ccc(S(=O)(=O)Nc2ccc(F)cc2)cn1,valid
O=C(Nc1ccccc1)N(Cc1cccnc1)c1ccccc1Cl,valid
Oc1cccc(Cl)c1C(=O)Nc1ccccc1,valid
Clc1cc(Cl)ccc1C(O)P(=O)(O)O,valid
CCC(C)(F)c1ncccc1,valid
COc1cccnc1NC(=O)NC(C)SCCC(c1cccnc1)c1ccccc1C(N)P(=O)(O)O,valid
CC(=O)Nc1nc(NO)nc(SC)n2cccn21,invalid
CN(C)CN#CC(=O)C(=O)c1ccc(F)cc1,invalid
O=P(O)(O)C(O)c1ccc(-c2cc(F)ccc2F)s1,valid
CN(C)CCNCCO,valid
CCCCCCOC(=O)NCCCN.CCCCNC,valid
CCC(C)(c1ccccc1)C(=O)c1nc2ccccc2o1,valid
CN(C)c1cccc(CNS(=O)(=O)C(=O)N(C)C(c2ccccc2)n2)cc1,invalid
CCC(=O)NC(=O)Nc1cc(-c2cccc(F)c2)onnn2c1c1ccccc1,invalid
NCc1nocc1CC(=O)NO,valid
CCCCCCCCCCC1=C(N)CCc2nc(N)nc2Cc(O)n21=O,invalid
Cc1ccccc1SS(=O)(=O)c1nccs1,valid
COc1ccc(C(=O)NOCCCCC(=O)CCC(=O)O)cc1,valid
O=C(NNC(c1cccnc1)C1CCCCCCCCO)NC(=O)N1,valid
CCCN(CC)COCCCCCCCCc1ccccc1,valid
CCCC(CCCNC(=O)Cc1ccco1,invalid
Cn1ccc(-c2cccc(C)c2)cc1,invalid
CN(C)COC(=O)NCc1ccc(C=O)cc1,valid
O=C(NO)c1cccc(O)c1,valid
CNC(=O)c1ccc(CCCCCCC(=O)NO)cn1,valid
Cn1ccnc1-c1ccc(N)c(C(=O)O)c1,valid
NCCCC1=C(S)NO,invalid
COc1cccnc1-c1cccc(CO)c1,valid
O=C(NN=C(c1ccccc1)NO)c1ccc(BO)cc1,valid
CC(C)=OCCc1ccc(O)c(O)c1,invalid
CCOC(=O)C(N)P(=O)(O)O,valid
CCCC(P(=O)O)O,valid
CCCCCCCCCCNC(=O)c1ccc(N)cc1,valid
CC(=O)O,valid
CCCSSc1ccc(-c2ncc(S)no2)n1,invalid
S=C(NCc1ccccc1Cl)Nc1ccc(O)cc1,valid
COc1ccc(-c2nc(-n2cnn2)cn1)c1sccc1,invalid
O=Cc1cc2ccccc2nc1Cl,valid
Oc1cccnc1,valid
Oc1ccc(Nc2c(OC)oOC)cc2c1,invalid
NS(=O)(=O)c1ccco1,valid
CC(C)(C)COC(O)c1ccc(C(=O)c2ccc(C)c(OC)c2)oc1,invalid
O=C(O)CSCCc1ccccc1,valid
CCCNCc1ccccc1,valid
CCCC1=O,invalid
O=C(Nc1ccc(-c2ccccc2)on1-c1ccccc1,invalid
Cc1oc(-c2ccc(F)nc2)c(S(=O)(=O)O)C(=O)O1,invalid
CC(C)P(=O)O,valid
NCCC(=O)NCc1ccccc1,valid
NC(=O)c1cc(-c2ccccc2)no1,valid
CC(C)(C)N=C(C)O=C(O)c1cccc(-c2ccc(O)o2)cc1,invalid
NCC(O)c1sccc1CN,valid
N#CCCCCNCCCCO,valid
CN(CC)CCCCN,valid
CC(=O)NC(c1ccccn1C)O,invalid
CC(=O)Nc1cccc(C(F)(F)F)c1,valid
NCSC1=C(Nc2ccc(NF)cc2)nc1-c1ccc2ccccc2c1,valid
O=C(Nn1cccc1Cl,invalid
CCCCNC(c1ccccc1)C(S)=O,valid
CCC(C)c1ccc(-c2csnc2)cs1,invalid
COC(=O)Nc1c(-c2ccc(S(=O)(NO)C(=O)O)cc2)ocn1,valid
CCCOCc1ccc(NC(=O)C(=O)NN=C(O)COC)cc1F,valid
COc1ccc(S(=O)(C)(S)SCC=O)cc1,valid
CCCCCCCCCCCCCO,valid
Cc1ccc(S(=O)(=O)NN(CCC(=O)O)c2ccccc2Cl)cc1,valid
CCCCC(=O)NC(C)Nc1nc2ccccc2n1Cc1ccccc1,valid
CCCCC(C)c1nc2cc(N)ccc2n1-c1ccc(F)cc1,valid
OC(CCO)c1ccc(-c2ccccc2O)cc1,valid
CCCCC1=CC(=O)Nc2ccccc2C(F)(F)F)ccn12,invalid
Cc1ccc(P(C(=O)O)O)o1,valid
CCCCCCC1=CC(NCCNC(=O)CC(=O)C(P()(F)(F)F)(F)F)F)C1=O,invalid
COc1cc(-c2ccc(C)cc(C)c2)cc1SC,invalid
CCCCCCCOc1cc(-c2ccccc2)nn1-c1ccc(F)c(=O)o1,valid
CCCCCNCC(=O)SCC(N)N,valid
CCCCCCCS(=O)(=O)O.CCNCCN,valid
CC(NO)c1sccc1C(=O)O,valid
CC(S)=Cn2nc(SC)(P(=O)(F)F)O)n1,invalid
NCC1CCCC1,valid
N#Cc1cccc(N(CCN(CC)CP(F))F)c1,valid
CCCCCOC(O)(P(=O)(O)O)P(=O)(O)P(O)(O)O,valid
O=C(Nc1ccc(Cl)cc1)Nc1ccc(Cl)cc1=O,invalid
O=C(NNC(=O)c1ccc(N)cc1)P(O)(F)(F)F)F,invalid
CCCCCCCOCCc1cccc(O)c1,valid
COc1ccc(CNc2ccc(Cl)cc2)cn1,valid
N#CSCCNCC(c1ccccc1)C(O)P(=O)(O)O,valid
NC(=O)Nc1cccc(O)c1,valid
CCCN(C)CCCCNCCOCC(O)CO,valid
CCNC1=C(O)C(N)=O,invalid
CCCCCCc1coc(O)c1O,valid
O=C(O)c1ccccc1,valid
CCCC(N)C(=O)NOCc1ccc(-c2ccc(C)s2)n1,invalid
O=c1oc2cc(F)cc(Cl)c2o1,valid
c1cccc(O)c1Cl,valid
CCCCCCCCCCCc1cccnc1Oc1cccc(C(=O)O)c1,valid
Oc1ccc(nc2cc(OC)o2)o1,invalid
O=C(NCCc1ccc(-c2cccc(F)c2)o1,invalid
CCn1nncn1-c1ccc(S(=O)(C)NC(=O)c2ccccc2O)cc1,invalid
N#Cc1cccn1Cc1ccccc1,valid
CCC(C)CCCSSC1=C(S)N=NN=C(N)C(C)C1=OCC1=C(S(=O)N(Cl)C=CS(=O)(=O)N(O)C1=O)N1Cc1ccccc1,invalid
CNC(=O)Nc1cc(-c2ccccc2)ncn1,valid
CNN(C)c1ccc(C(=O)Nc2ccc(OC)cc2)c1,invalid
O=C(Nc1nc2cc(O)ccc2cc1F,invalid
COc1ccc(-c2ccco2)cnc1C,invalid
CCCCNCCCCCN,valid
COc1cc(-c2ccccc2O)onn1Cc1ccccc1,invalid
CCC(c1ccccc1)NO,valid
CN(C)CCCC(O)=O)c1cc(C(=O)Nc2ccccc2O)cc1,invalid
COc1cc(-c2cccc(F)c2O)cc(C)c1C(F)(F)(F)(F)F)F)Nc1ccccc1C,invalid
CCCCCCCCCC1=C(c2ccccc2C)o1,valid
COc1ccccc1C(S(=O)(=O)O)c1ccc2occcc2c1,invalid
COc1ccc(-c2ccccn2)cn1,valid
COc1cccc2ccc(C)cc12,valid
Oc1ccc(Cl)c(O)c2ccccc1C,invalid
CCCOC(=O)Nc1ccc(S(=O)(=O)Nc2ccccc2)cc1C,valid
CCC(P(=O)(O)O)O,valid
CCCNC(c1ccc(C)c(O)n1)CS,valid
CNC(=O)Nc1ccc(O)c(O)c1O,valid
CS(=O)(c1cccc(CC)c1=O)N(C)CNc1ncccc1C,invalid
Nc1ccc(Cl)cc12,invalid
COC(O)c1cccc(C(=O)O)c1O,valid
O=P(O)(O)Cn1cncc1O,valid
CCCC(=O)Nc1cc(Cl)sc2ccccc12,invalid
NCc1nccnc1-c1ccccc1,valid
O=C(NNC(=O)c1coccc1)c1ccccc1CO,invalid
CCCCCCCCCCCCOc1cccc(C(=O)O)c1,valid
CCCNCCOC(C)(P(=O)(O)O)O,valid
CCCCNCC(=O)Nc1cccnc1,valid
S=C(N)c1ccccc1C(F)(F)F)c1cccc(I)c1,invalid
ONCc1ccc(O)c(OCO)c1,valid
CCC(=O)Cc1ccc(-c2ccccc2)cn1,valid
NC1=C(Nc2ccccc2)NOC(=O)Nc2ccccc2O1,valid
CCCc1ccc(-c2ccccc2O)o1,valid
CN(CC)CN(C)COc1ccc(C(=O)O)c(O)c1,valid
CC(N)Cn1nncn1Cc1ccccc1,invalid
O=C(Nc1ccccc1C(F)(F)(F)F)F)c1ccccc1,invalid
CC1CC(=O)C(c2ccc(C)n2)co1,invalid
Cn1cc(-c2cc(C)ccn2)cc1)c1ccccc1,invalid
CCCCCCNCCOc1c(C)cco1,valid
COc1cccc(NC(=O)NC(CC(C)F)N)c1,valid
CC(C)c1ncc(-c2ccccn2)on1C,valid
CCc1ccccc1CC(N)=O,valid
CCCCOC1=C(O)N(CC(c2cccc(F)c2)n2ccnc2)cc1,valid
CCCCC(N)=O,valid
NCC(=O)Nc1ccc(NC(=O)Nc2ccccc2)cc1,valid
CCC1(S)N(CC)SC1N=C(NO)=O,invalid
CCCC(=O)NCC(N(C)CC(N)(C)F)O,valid
CNCC(c1cccnn1)c1ccccc1,valid
CCN(C)CCn1nn(-c2cccc(N)c2)nn1CCC,invalid
O=C(CNCCc1ccccc1)Nc1cccc(O)c1,valid
CCC(C)OCC(=O)NO,valid
CS(=O)(=O)NCC(c1ccccc1)c1ccc(Cl)c(I)c1,valid
CCCCOCCc1cccc(-c2ccccc2)cc1,invalid
CCCn1ccc(-c2cnc(F)c(N)c2)o1,invalid
Cc1ccc(NC(=O)OCO)cc1,valid
O=C(NN(C)c1ccc(N)nc1F)N(CCS)N.O,valid
COc1ccccc1C(NS(=O)(=O)c1ccc(F)cc1)CP(=O)(O)O,valid
C=Cc1ccc(OC)cc1O,valid
O=C(NO)C(=O)c1ccccc1OP(O)(O)P(=O)(O)O,valid
COc1ccccc1CN(S(=O)(=O)NCc1ccc(-c2ccccc2)o1)Nc1ccccc1C,valid
COC(=O)Cc1ccc(-c2ccc(O)c(O)n2)c1Cl,invalid
O=C(O)c1sccc1C(=O)c1ccccc1,valid
Cc1cc(C)ccc1C(O)SC=C(P(=O)(O)=O)O,valid
CCc1nc2ccccc2cc1C,valid
O=C(Nn1nccn1)c1ccccc1C(O)P(=O)(O)O,valid
CCCCCCCCCn1cc(N(C)C)cc1,valid
Oc1cc2ccccc2c(N)nc12,invalid
CCCNC(=O)c1nc2ccccc2o1,valid
CC(NCCC(=O)NO)Cc1ccccc1,valid
CCc1nc2cc(c(F)cc2F)nn1-c1ccccc1,invalid
CC(=O)Nc1sccc1S.Cl,valid
CCCCCCO,valid
CCCC1(C)CCCO1=O,invalid
O=C1nc2ccnc2NC(=)NO)ccc1,invalid
CCCCCC(N)CCNCCNC(=O)NCc1ccccc1,valid
O=C(Nn1ccnc1)c1ccccc1,valid
Oc1ccccc1CC(S)=NNC(c1ccccc1)c1cccnc1,valid
O=C(NCc1ccccc1)Nc1ccc(Cl)cc1,valid
CN(CO)c1ccc(S)c(SC)c1C,valid
CS(=O)(=O)c1cncnc1CCCCO,valid
CN(C)C(=O)Nc1ccc(-c2ccc(F)cc2)n1.Cl,invalid
CCCN(CC)CCOOc1ccc(NC(=O)NCc2ccc(F)s2)cc1C,valid
CCCCCCCCSCC1SC1=C(P(=O)(O)(O)F)O,valid
O=C(NO)c1cccc(O)c1,valid
CCCNCCCCC(=O)Nc1sc(-c2cccc(F)c2)o1,invalid
CCCC(C)(c1ccc(S(=O)(=O)O)s1)c1cccc(-c2cnc(N)n2)cn1Cc1ccccc1,invalid
CN(C)CCOC(=O)c1ccc(-c2cccnc2)nn1,valid
N#Cc1ccc(OCC(F)(F)F)s1)N,invalid
COc1ccc(CCC(=O)O)o1,valid
N#CC(Nc1ccccc1C(N)=O)N1c1ccccc1,invalid
CCC(c1csc2ccccc2cc1)Cc1ccccc1,valid
O=C(CNCc1ccccc1O)c1ccccc1,valid
CNc1nc2ccccc2n1Cc1ccccc1C1=O,invalid
N#Cc1ccccn1-c1cccc(N)c1,invalid
Oc1ccccc1C(=O)Nc1ccco1,valid
CC(C)=CC(NO)Cc1ccccc1,valid
COc1ccc(NC(=O)CCCC(F)(F)F)o1,valid
CCCCCCC(=O)N(OC)c1nc2cc(C#N)cc(C)c2OCC)o1,invalid
CN(C)CN#CCCCSC(=O)SCC1=Nc2ccccc2C(=O)NO)cc1,invalid
CN(C)CCNC(=O)NCc1cccc(-c2ccc(O)o2)n1C,invalid
CCCCNC(=)N)N,invalid
Oc1ccccc1C=O,valid
CCN(C)CCC1(N(C)C)CC(=O)N(C)F,invalid
